'title', 'year', 'director', 'screenwriter', 'actors','type','summary', 'runtime', 'pubtime', 'country', 'language', 'scoreNum', 'score', 'star5', 'star4', 'star3', 'star2', 'star1', 'smallCommentNum', 'longCommentNum', 'posterurl'
因爱富有 Ricos de Amor,2020,Bruno Garotti/Anita Barbosa,Bruno Garotti/Sylvio Gonçalves,Danilo Mesquita/Giovanna Lancellotti/Oscar Calixto,喜剧,"富二代提多亟欲向心上人寶拉證明自己。他向她謊稱出身貧困，怎料謊言卻變得一發不可收拾。
                        ",104分钟,2020-04-30(巴西), 巴西, 葡萄牙语,179,5.7,5.9%,8.5%,53.6%,28.1%,3.9%,62,0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2597109539.jpg
猛鬼故事 Ghost Stories,2020,卓娅·阿赫塔尔/卡伦·乔哈尔/迪巴卡尔·班纳吉/阿努拉格·卡施亚普,卓娅·阿赫塔尔/迪巴卡尔·班纳吉/Niranjan Iyengar/Isha Luthra/Vijay Maurya/Ensia Mirza/Avinash Sampath,Sobhita Dhulipala/Mrunal Thakur/贾维·卡普尔/Vijay Varma/Bidita Bag/苏雷卡·西克里,惊悚/恐怖,"《爱欲故事》的导演、宝莱坞的顶级导演卓娅·阿赫塔尔、卡伦·乔哈尔、迪巴卡尔·班纳吉和阿努拉格·卡施亚普使用备受喜爱的选集形式，首次涉足拍摄心理类恐怖片/电影类型。
                        ",144分钟,2020-01-01(Netflix), 印度, 印地语,652,5.5,4.6%,12.3%,45.7%,29.9%,7.5%,214,6,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2601594353.jpg
为爱叛逆3 Baaghi 3,2020,阿赫梅德·坎,萨吉德·纳迪德韦拉/法尔哈德/Tasha Bhambra/Sparsh Khetarpal,泰戈尔·什罗夫/瑞提希·德希穆克/施拉达·卡普尔/维杰·维玛/杰德普.阿赫拉瓦迪/丹尼什·巴特/萨提许·卡素吉/伊凡·科斯塔迪诺夫/苏尼特·摩纳基/迪莎·帕塔尼/杰奇·史洛夫/Ankita Lokhande/Jameel Khoury/Shifuji Shaurya Bharadwaj/Manav Gohil/Pradeep Kabra,动作/惊悚,"Plot unknown. third installment of the 'Baaghi' franchise.
                        ",143分钟,2020-03-06(印度), 印度, 印地语,90,5.2,7.4%,10.3%,36.8%,25.0%,20.6%,35,2,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2586511822.jpg
血土 La terre et le sang,2020,朱利安·勒克莱克,Jeremie Guez/耶利米·古埃兹/朱利安·勒克莱克,卡罗尔·威尔斯/塞米·鲍亚吉拉/艾瑞克·艾伯纳尼/Sofia Lesaffre/埃里克·卡邦戈/Samy Seghir/Anis Benbatoul/Lionël Ruzindana,动作,"萨伊德在森林深处拥有一家锯木厂，为了给他 18 岁的女儿莎拉一个更好的未来，他决定卖掉这家锯木厂。但他却不知道，他的一名学徒被兄弟逼得走投无路，被迫在工厂里藏了大量的可卡因。
                                    ",80分钟,2020-04-17(法国), 法国 / 比利时, 法语,271,4.7,2.6%,6.0%,31.9%,44.7%,14.9%,90,2,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2595556799.jpg
事物的摆动 The Swing of Things,2020,Matt Shapira,Christopher Hewitson/Justin Jones/Patrick McErlean/史考特·穆伦,阿黛莱德·凯恩/卢克·威尔逊/考德·欧威尔斯特利特/马特·麦考伊/琳达·珀儿/多特-玛丽·琼斯/乔恩·拉威茨/奥利弗·库珀/卡罗琳·赫尼塞/奥莉维亚·库尔普/莱斯莉·斯特拉顿/埃里克·迈克尔·科尔/E·E·贝尔/Natalia Janoszek/Maria Breese/Joshua Uduma/亚历山大·维舍尔鲍默/King Orba/Boni Mata/Hayley Amber Smith/Paul Piercy/Lola Sandra,喜剧,"一个新郎不小心在牙买加的一个swingers度假胜地预定了他的目的地婚礼和蜜月。
                        ",,2020-07-14(美国), 美国, 英语,100,4.7,3.8%,8.8%,28.7%,33.8%,25.0%,31,0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2613707655.jpg
间谍干涉 Spy Intervention,2020,Drew Mylrea,莱恩·加里逊,波比·迪瓦伊 Poppy Delevingne/戴夫·谢里登/德鲁·凡·阿克尔/布兰妮·弗兰/莱恩·加里逊/布莱恩·萨卡/Kenneth Holmes/Max Silvestri/Winslow Bright/Migs Govea/Ivy Rose Lynn/娜塔莎·巴塞特,喜剧/动作,"一个超级间谍突然遇到了自己真爱的女人。为了真爱，他放弃了自己的职业和冒险的生活。1年之后，他完全颓废了。他的老同行计划让老同事重新找回超级间谍的感觉。
                        ",100分钟,2020-02-14(英国), 英国, 英语,128,4.4,1.0%,8.1%,27.3%,38.4%,25.3%,43,0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2580326671.jpg
九指神丐,2020,秦教授,彭禺厶/潘霜霜/宋佳洋/赵芮菡,彭禺厶/潘霜霜/宋佳洋/赵芮菡,喜剧/古装,"故事发生在南宋、金、西夏并立的时代，身为西夏国七皇子的李纯洪(洪七)文不修、武不济，但是擅长做菜喜欢美食。被父皇李仁孝派到南宋学习汉民族文化，不料途中被大皇子李纯霸截杀而失去记忆，随救命恩人青嫣姑娘来到缥缈峰灵鹫宫。在灵鹫宫习得逍遥游和降龙十八掌的招式，并与青嫣姑娘结尾夫妻。不料在前往南宋的途中与青嫣姑娘失散沦为乞丐。后经历了为父报仇、手足相残，痛失爱妻等一系列悲惨经历之后，最后成长为丐帮中最杰出的帮主。
                        ",86分钟,2020-01-19(中国大陆), 中国大陆, 汉语普通话,492,4.0,5.9%,1.5%,16.2%,38.2%,38.2%,153,3,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2580666623.jpg
赎罪巷 Penance Lane,2020,Péter Engert,Renae Geerlings/Matt Granger/Mikey Granger/Munier Sharrieff,丝柯·泰勒-考普顿/泰勒·梅恩/约翰·施奈德/丹尼尔·洛巴克/特洛伊·布伦纳/Dallas Page/Travis Love/威廉·托卡斯基/Sailor Larocque/布克尔·霍夫曼/Renae Geerlings/April Bogenschutz/Michael Leavy/Tom Culler/Josh Mueller/Anderson Martin,恐怖,"刚从关节里走出来的顽固罪犯在破旧的房子里当了一份杂工的工作;但他内心的扭曲恐怖足以让任何人逃跑。那他为什么留下来？为什么这么多人被吸引到佩南斯巷？
                        ",84分钟,2020-04-21(美国), 美国, 英语,140,3.9,0.8%,4.2%,25.8%,29.2%,40.0%,45,0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2593767787.jpg
大神猴1降妖篇,2020,谭俏,谢苗/王歆霆/林禹/金雅娜/易正福/九孔/莫美林/赵铁英,谢苗/王歆霆/林禹/金雅娜/易正福/九孔/莫美林/赵铁英,喜剧/动作/奇幻,"电影讲述了集人间怨气的魔头妖祖即将现世，为了打败他拯救苍生，东方陌（林禹 饰）、谛听（易正福 饰）和功德掌门（九孔 饰）三人四处寻找身为神猴的化身——孙小天（谢苗 饰）。与此同时，妖祖觊觎封印在神猴体内的两大神器，为了抓住孙小天，孙小天的父母被妖祖残忍杀害，大富之家孙府一夕之间家破人亡。凭借着超乎常人的意志力和我命由我不由天的乐观精神，失去法力和记忆的凡人孙小天一路砥砺前行，重拾本领。起初为亲人复仇，继而为天下大义，战魔头，驱妖邪。天将降大任，道阻且长，救世主孙小天的使命才刚刚开始……
                        ",,2020-04-21(中国大陆), 中国大陆, 汉语普通话,,,,,,,,192,5,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2595505207.jpg
战狼3,2020,,,吴京,爱情,"早前吴京在微博上曝出的他和余男的合影并附文：“想看《战狼2》吗？”疑似透露出将搭档余男继续《狼战2》。余男在《狼战》第一部中饰演性感的女军官队长，和吴京有大量的对手戏，不知在续集中这位女军官又会迎来什么新的挑战。此外，《战狼2》并不会是完结篇，吴京透露，《战狼3》也已经送审了。
                        ",,, 中国大陆,,,,,,,,,483,21,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2495511299.jpg
仙书奇谭,2020,董伟,叶蘅,张致恒/何蓝逗/骆应钧/王李丹妮,喜剧/奇幻/古装,"该片讲述了燕十七的师傅临终前传他一本捉妖录，但捉妖录却被三只猫妖所偷，燕十七一路追赶猫妖到不音城，发现城主正在召集能人异士捉住国王体内的“耳中之妖”。燕十七捉住了一只偷窃自己钱财宝物的鼠妖，而这个名为鼠来宝的鼠妖却是捉妖录真正的传人。
                                    ",75分钟,2020-05-22(中国大陆网络), 中国大陆, 汉语普通话,,,,,,,,93,3,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2604047973.jpg
八岐大蛇,2020,殷博,黄河/赵若辰/殷博,刘锐/远藤新菜,喜剧/动作/爱情,"生意惨淡的屌丝导游王实在，偶遇被邪恶忍者追杀的女忍者服部桃子。在桃子的胁迫下，王实在和她一起踏上了寻找忍者之刃和其他女忍者的旅途。当万事俱备时，服部桃子被邪恶忍者捉走，王实在成为了发动忍者之刃的关键。为了战胜邪恶忍者的八岐大蛇幻术，王实在和服部桃子决意放手一搏……
                        ",68分钟,2020-05-27(中国大陆), 中国大陆, 汉语普通话,,,,,,,,98,2,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2600058813.jpg
“黄河之水天上来”国宝音乐会,2020,于蕾,张国立/黄河流域博物馆联盟/中央民族乐团/中国东方歌舞团/于魁智/莫华伦/宗次郎/赵聪/德格叶/索朗卓嘎/殷硕/孟庆旸/呼斯楞/金玥/丁晓逵/缪青/朱剑平/刘凯/果敢/哈拉木吉/魏育茹/古丽米娜·麦麦提,张国立/黄河流域博物馆联盟/中央民族乐团/中国东方歌舞团/于魁智/莫华伦/宗次郎/赵聪/德格叶/索朗卓嘎/殷硕/孟庆旸/呼斯楞/金玥/丁晓逵/缪青/朱剑平/刘凯/果敢/哈拉木吉/魏育茹/古丽米娜·麦麦提,音乐/歌舞/历史/真人秀,"大型文博探索节目《国家宝藏》2020新春特别节目《“黄河之水天上来”国宝音乐会》。国宝音乐会以黄河地理为脉络，顺流沿线九个省区，引九件国宝重器，探索黄河的前世流转，演绎文明的今生乐章。用文艺的形式让国宝活起来!
                        ",165分钟,2020-01-29(中国大陆), 中国大陆, 汉语普通话 / 日语,,,,,,,,97,3,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2584689067.jpg
致命丛林,2020,苗金光,苗金仓,曹雷/尹艺佳/张浩/户元松/张雪艳,剧情/动作,"石古香、苏羿、坤兵、安澜、月琳一行五人前往原始森林寻找类似于龙涎香的植物香料，因为鳄鱼袭击被迫舍弃原定路线误入危险之地。怪兽，食人花等危险接踵而至，一行人逃生过程中意外发现了掉落的飞机残骸以及黄金，面对巨大的诱惑，几人各怀心思。与此同时，为了抓回叛徒炳九，玉石老板肥英等 人偶遇石古香一行人，误认是炳九的同伙，几番逼问之下发现了黄金的秘密，肥英利益熏心，以命要挟石古香一行人交出黄金，就在众人到达黄金埋藏之地时，森林猛虎突然出现，一行人命悬一线......
                        ",90分钟,2020-05-24(中国大陆), 中国大陆, 汉语普通话,,,,,,,,124,2,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2603613047.jpg
大狂蜂：起源,2020,黄薇,崔妤/白磷,强巴才丹/周奕彤/韩秋池/苏琳琳/孟函羲,科幻/战争,"该片讲述了IF公司的研究基地在研发期间突然集体失联，项目负责人刘超带领科考小队深入地底矿脉进行调查，项目组田教授之子田力为寻找同样失联的女儿妞妞加入小队，一行人深入实验室发现项目组创造的改造蜂失控并袭击了实验室所有人，而营救妞妞的田力与队员也遭遇了一场惊心动魄的惊险之旅。
                        ",60分钟,2020-06-25(中国大陆网络), 中国大陆, 汉语普通话,,,,,,,,63,3,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2610390967.jpg
紫罗兰永恒花园 剧场版 劇場版 ヴァイオレット・エヴァーガーデン,2020,石立太一,晓佳奈,石川由依/子安武人,剧情/动画,"延续TV版的主线剧情，继续讲述从战场回来的少女薇尔莉特·伊芙加登为了理解“爱”的含义而从事为有需要的人们写信传情的工作。薇妹一直挂念的少佐的下落大概率会在这部剧场版中讲述。
                        ",,2020-09-18(日本), 日本, 日语,,,,,,,,252,0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2611203679.jpg
太阳眼镜,2020,康凯雯,王育红/黄永贵,王育红/黄永贵,,"故事讲述的是在新技术的帮助下，中年女人妄图通过一副眼镜遇见死去的父亲。太阳眼镜科技认为高科技可以缓解一切痛苦。在眼镜中她见到了去世前痛苦的父亲的幻影和父亲的灵魂。她想消除父亲的痛苦却完全无法与父亲取得联系，太阳眼镜也出现了故障。她从眼镜中带出了父亲病痛时发出的声音。她通过音响播放父亲痛苦的声音给大自然，痛苦通过回音的结束才得以慢慢被消解。
                        ",,, 中国大陆,,,,,,,,,1,0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2615064743.jpg
空地 The Clearing,2020,David Matalon,David Matalon,连姆·麦肯泰尔/史蒂文·斯沃德林/西黛尔·诺尔/婕拉尔丁·莫雷诺/夏紫薇/Adelina Saldana/Aundrea Smith/Laila Drew/Linda Kessler/Mackenzie Augustin/Erica Allseitz/Mia Rivera/Naosheen Ahmed/David Otto Simanek/Shadii/Rachel Raemisch,恐怖,"讲述父亲带关系有隔阂的女儿露营，遇上神秘流行病爆发，人们变成了嗜血生物。
                        ",85分钟,2020-06-04(美国), 美国, 英语,,,,,,,,26,0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2604473673.jpg
古剑奇谭之厌火之乱,2020,刘巴音,刘巴音,赵诚宇/朱丽岚/叶小开/孙毓晗/安钦夫/杨晓波/徐明哲,古装,"“古剑奇谭”国民超级IP首次进入网大领域，网络大电影三部曲首部#《古剑奇谭之厌火之乱》#于2019年3月23日横店开机。
                        ",73分钟,2020-06-20(中国大陆), 中国大陆, 汉语普通话,,,,,,,,27,1,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2610559310.jpg
异星怪兽之荒野求生,2020,宁静/李乐,李小名/胡奎,历家兵/李曼/穆佳男/诺瑶/周越,科幻/惊悚/冒险,"影片中，演员历家兵饰演的秦枫是一名大学生，和李曼饰演的瑶瑶、诺瑶饰演的依依、孙书博饰演的陆远等人一起去野外探险露营，不小心闯入有外星生物的实验基地，为了摆脱沦为宿主的命运，一行人在神秘的荒野中寻找求生之路。时空门的开启意外将外星智慧生物带到地球，失控逃逸的怪兽对人类展开屠杀，为阻止怪兽大规模入侵，携带高科技武器的作战小队深入高危隔离区实施诱捕，而此时一辆野营车正载着一群年轻人驶入禁区，等待他们的是沦为宿主的命运。
                        ",,2020-03-04(中国大陆), 中国大陆, 汉语普通话,,,,,,,,21,0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2553200279.jpg
卷帘神将,2020,贾志兴/韩一,胡岳,金璐莹/曹天恺/罗一航/程思寒,动作/爱情/奇幻,"卷帘大将沙无名被贬下界，成为流沙河的摆渡人。某天，沙无名救下一名少女—阿净。花妖阿净打算借助沙无名的力量，渡化成仙。过程中二人却产生情愫。最终，沙无名前尘了却，走上取经之路。
                        ",75分钟,2020-06-23(中国大陆), 中国大陆, 汉语普通话,,,,,,,,17,1,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2608883667.jpg
剑破龙门,2020,池伟炜,许鑫/曾晨/崔丙林/陈笑含/杨永丰/吴奇/楚晓龙/张帅/潘晓辉,许鑫/曾晨/崔丙林/陈笑含/杨永丰/吴奇/楚晓龙/张帅/潘晓辉,武侠/古装,"故事讲述了土木堡之变后，杨善找来镖师周不同一行人，伪装成镖队秘密护送太上皇朱祁镇回京，必经之地龙门镇成了关键的转折点，却不料镇上早已危机四伏，看似劫财夺命的杀局之下隐藏着令人不寒而栗的权谋杀伐。阴谋诡局之中，江湖儿女的爱恨情仇成了庙堂棋局的灰烬，也谱写了一首荡气回肠的大漠绝唱。
                        ",,2020-08-04(中国大陆网络), 中国大陆, 汉语普通话,,,,,,,,18,2,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2612875601.jpg
